fighter_id,name,height,weight,age,dob,gender,weight_class,reach,stance,style,gym,country
3896935,Bruno Korea,167.64,56.7,34.0,1991-06-28,male,flyweight,165.1,,brazilian jiu-jitsu,tata fight team,brazil
3041157,Domingo Pilarte,182.88,61.69,35.0,1990-01-05,male,bantamweight,187.96,southpaw,brazilian jiu-jitsu,revolution dojo,usa
3147489,Vince Murdock,167.64,65.77,34.0,1991-03-21,male,bantamweight,167.64,orthodox,,team alpha male,usa
4030197,Casey Kenney,170.18,61.69,34.0,1991-03-20,male,bantamweight,172.72,southpaw,brazilian jiu-jitsu,mma lab,usa
4412279,Drako Rodriguez,172.72,61.69,29.0,1996-06-16,male,bantamweight,175.26,orthodox,,red's boxing club,usa
4687126,Orion Cosce,180.34,78.02,31.0,1994-07-15,male,welterweight,180.34,switch,mixed martial artist,lost boys jiu jitsu and muay thai,usa
4372195,Raulian Paiva,172.72,61.69,29.0,1995-10-17,male,flyweight,176.53,orthodox,brazilian jiu-jitsu,team alpha male,brazil
4202873,Ian Heinisch,180.34,83.91,37.0,1988-08-05,male,middleweight,182.88,orthodox,striker,tiger muay thai,usa
4222369,Jerome Rivera,177.8,56.7,30.0,1995-04-22,male,flyweight,182.88,southpaw,brazilian jiu-jitsu,luttrell-yee mma,usa
3900464,Augusto Sakai,190.5,117.93,34.0,1991-05-09,male,heavyweight,195.58,orthodox,striker,gile ribeiro team / noguchi team,brazil
4423448,Miguel Baeza,187.96,77.56,33.0,1992-08-23,male,welterweight,189.23,orthodox,striker,mma masters,usa
4354318,Edmen Shahbazyan,187.96,83.91,27.0,1997-11-20,male,middleweight,190.5,orthodox,striker,xtreme couture,usa
4339152,Antonina Shevchenko,172.72,56.7,40.0,1984-11-20,female,womens-flyweight,170.18,southpaw,,tiger muay thai,kyrgyzstan
4354420,Jimmy Crute,187.96,92.99,29.0,1996-03-04,male,lightheavyweight,187.96,orthodox,mixed martial artist,greco and stewie's house,australia
4684238,Jeff Molina,167.64,56.7,28.0,1997-07-17,male,flyweight,175.26,orthodox,mixed martial artist,glory mma & fitness,usa
4355664,Alexander Munoz,175.26,70.76,35.0,1990-02-27,male,lightweight,182.88,switch,mixed martial artist,team alpha male,usa
4289274,Sodiq Yusuff,175.26,70.31,32.0,1993-05-19,male,lightweight,180.34,orthodox,striker,team lloyd irvin,nigeria
3150681,Jordan Griffin,177.8,65.77,35.0,1990-02-28,male,featherweight,185.42,southpaw,brazilian jiu-jitsu,roufusport,usa
3119811,Ray Rodriguez,170.18,61.23,37.0,1987-12-10,male,bantamweight,177.8,orthodox,,brazilian top team texas,usa
4054622,Jordan Espinosa,167.64,56.7,35.0,1989-11-08,male,flyweight,175.26,orthodox,brazilian jiu-jitsu,luttrell-yee mma,usa
4043437,Aalon Cruz,182.88,70.31,36.0,1989-09-20,male,featherweight,198.12,switch,,xtreme couture,usa
4038127,Martin Day,177.8,65.77,36.0,1988-11-10,male,bantamweight,186.69,orthodox,brazilian jiu-jitsu,hawaii elite mma,usa
4372196,Vinicius Moreira,193.04,93.44,36.0,1989-02-28,male,lightheavyweight,193.04,orthodox,brazilian jiu-jitsu,five rounds,brazil
4388465,Peter Barrett,177.8,65.77,39.0,1986-08-10,male,featherweight,185.42,southpaw,muay thai,sityodtong boston,usa
4339150,Jordan Wright,187.96,92.53,33.0,1991-10-07,male,middleweight,195.58,orthodox,mixed martial artist,jackson-wink mma,usa
4193828,Jacob Silva,165.1,56.7,37.0,1988-02-23,male,flyweight,170.18,orthodox,,metro fight club,usa
3162581,Oscar Cota,187.96,119.29,40.0,1984-10-15,male,heavyweight,182.88,orthodox,,kimura training center,mexico
4689223,Sherrard Blackledge,180.34,70.31,32.0,1993-08-16,male,lightweight,190.5,orthodox,,syndicate mma,usa
4684922,Mariusz Ksiazkiewicz,190.5,83.91,35.0,1989-10-04,male,middleweight,190.5,southpaw,,winnipeg academy of mma,poland
4294278,Joe Lowry,180.34,70.31,35.0,1989-12-12,male,lightweight,185.42,orthodox,,beacon mma,usa
2504828,Stephanie Frausto,157.48,52.16,35.0,1990-09-20,female,womens-strawweight,154.94,orthodox,,combat sports academy,usa
4237930,Taylor Moore,177.8,61.23,31.0,1993-10-16,male,bantamweight,177.8,southpaw,,scorpion fighting system,usa
4249192,Bevon Lewis,190.5,102.97,34.0,1991-05-05,male,middleweight,200.66,orthodox,striker,jackson-wink mma,jamaica
4687590,Bruno Oliveira,193.04,92.99,41.0,1984-05-02,male,middleweight,203.2,orthodox,,corinthians mma,brazil
3913473,Phil Hawes,182.88,83.91,36.0,1989-01-08,male,middleweight,196.85,orthodox,wrestling,marquez mma,usa
4237606,Jeff Hughes,187.96,117.03,37.0,1988-05-17,male,heavyweight,195.58,orthodox,striker,strong style fight team,usa
2511778,Michael Lombardo,182.88,77.11,35.0,1990-04-03,male,welterweight,182.88,orthodox,,american top team,usa
4684925,Taneisha Tennant,170.18,61.23,36.0,1989-06-15,male,womens-featherweight,177.8,orthodox,,budokan martial arts academy,usa
4246527,Kyle Driscoll,180.34,70.31,31.0,1994-09-23,male,featherweight,187.96,orthodox,,aka (american kickboxing academy),usa
4081550,Mike Rodriguez,193.04,91.63,36.0,1988-11-28,male,lightheavyweight,209.55,southpaw,striker,lauzon mma,usa
4252253,Al Matavao,172.72,92.99,31.0,1994-02-23,male,lightheavyweight,171.45,orthodox,,legacy jiu-jitsu,american samoa
3162028,Khadzhi Bestaev,195.58,83.91,37.0,1988-07-16,male,middleweight,193.04,,,,usa
3896920,Henrique Shiguemoto,180.34,83.91,36.0,1989-06-22,male,middleweight,182.88,orthodox,,fight move academy,brazil
4425706,Hunter Azure,172.72,61.23,33.0,1992-03-02,male,featherweight,175.26,orthodox,,fight ready,usa
4684241,Nate Smith,167.64,56.7,30.0,1995-04-09,male,flyweight,175.26,switch,,elevation fight team,usa
4293896,Chase Gibson,177.8,65.77,35.0,1990-02-07,male,lightweight,182.88,orthodox,,california mixed martial marts,usa
4573208,Impa Kasanganay,180.34,92.99,31.0,1994-01-17,male,middleweight,190.5,orthodox,mixed martial artist,kill cliff fc,usa
3938715,Austin Springer,172.72,68.49,38.0,1987-05-12,male,featherweight,180.34,orthodox,,gracie barra portland,usa
4686736,Alejandro Flores,175.26,66.22,34.0,1991-08-06,male,featherweight,187.96,orthodox,,valle flow striking,mexico
4684470,Anthony Romero,180.34,70.76,28.0,1997-02-25,male,lightweight,180.34,orthodox,taekwondo,para bellum mma,canada
4341591,Collin Huckbody,190.5,83.91,31.0,1994-09-29,male,middleweight,193.04,orthodox,,mma lab,usa
3120459,Victor Reyna,180.34,77.11,39.0,1986-08-05,male,welterweight,187.96,southpaw,striker,genesis bjj,usa
4686737,Hilarie Rose,160.02,52.16,32.0,1992-11-11,male,womens-strawweight,160.02,orthodox,,usmma,usa
4686738,Matt Dixon,177.8,79.38,29.0,1995-10-09,male,welterweight,190.5,switch,,wcf tulsa,usa
4684127,Chad Johnson,187.96,97.52,39.0,1986-07-22,male,heavyweight,203.2,orthodox,,roufusport,usa
4683705,Kenneth Cross,182.88,70.31,30.0,1994-10-04,male,lightweight,182.88,southpaw,,michigan top team,usa
4403536,Brady Huang,175.26,65.77,32.0,1992-12-16,male,featherweight,175.26,orthodox,,dragon house mma,usa
2990078,Daniel Swain,175.26,65.77,34.0,1991-01-30,male,featherweight,177.8,orthodox,wrestling,warrior camp mma,usa
4686567,Mikey Gonzalez,180.34,70.31,40.0,1985-08-13,male,lightweight,187.96,orthodox,,tactica bjj,usa
3926497,Jose Flores,182.88,70.31,37.0,1988-03-17,male,lightweight,185.42,southpaw,,,usa
2555540,Kevin Aguilar,170.18,65.77,37.0,1988-09-07,male,featherweight,185.42,orthodox,striker,longview mma,usa
4016050,Maki Pitolo,177.8,83.46,34.0,1990-11-24,male,middleweight,190.5,orthodox,mixed martial artist,xtreme couture,usa
4044409,Brok Weaver,182.88,74.39,33.0,1991-12-05,male,welterweight,185.42,southpaw,,port city kickboxing academy,usa
4423213,Yorgan De Castro,185.42,118.39,37.0,1987-12-19,male,heavyweight,187.96,orthodox,,regiment traing center,cape verde
4354426,Jacob Kilburn,175.26,65.77,30.0,1995-06-28,male,featherweight,182.88,orthodox,striker,harris holt combat sports,usa
4573211,Ben Sosoli,182.88,119.75,35.0,1989-12-10,male,heavyweight,184.15,southpaw,,resilience training centre,australia
3122040,Boston Salmon,175.26,65.77,34.0,1990-11-20,male,bantamweight,172.72,southpaw,striker,xtreme couture,usa
4256214,Lauren Mueller,165.1,61.23,33.0,1991-11-15,female,womens-flyweight,170.18,orthodox,striker,alliance mma,usa
4033520,Teddy Ash,185.42,83.91,35.0,1989-12-27,male,middleweight,185.42,switch,,,canada
4573210,Dustin Joynson,195.58,107.05,39.0,1985-10-14,male,heavyweight,198.12,orthodox,,zugec ultimate martial arts,canada
4569669,Dylan Lockard,175.26,65.77,33.0,1992-05-19,male,featherweight,182.88,orthodox,,,usa
4565668,Micol DiSegni,160.02,52.16,37.0,1987-12-29,female,womens-strawweight,153.67,orthodox,,jackson-wink mma,italy
4303035,Phil Caracappa,172.72,61.23,33.0,1992-06-05,male,bantamweight,177.8,orthodox,,dante rivera bjj,usa
4245681,Karl Reed,195.58,92.99,,,male,lightheavyweight,198.12,orthodox,,,usa
3347074,Bobby Moffett,177.8,67.13,35.0,1990-06-01,male,featherweight,187.96,orthodox,brazilian jiu-jitsu,mma lab,usa
4409396,Harvey Park,182.88,70.31,39.0,1986-03-22,male,lightweight,179.07,orthodox,,force of one martial arts,usa
4234751,Lucrezia Ria,175.26,56.7,33.0,1992-06-24,female,womens-flyweight,170.18,orthodox,,,italy
3897220,Rico Farrington,193.04,77.11,36.0,1989-06-19,male,welterweight,200.66,southpaw,,,usa
4426144,Michal Martinek,187.96,99.79,35.0,1990-04-19,male,heavyweight,199.39,southpaw,,reinders mma,czechia
4371004,Sarah Frota,167.64,56.7,38.0,1987-04-14,female,womens-strawweight,175.26,southpaw,brazilian jiu-jitsu,astra fight team,brazil
4236956,Kyle Stewart,175.26,83.91,36.0,1989-01-31,male,welterweight,193.04,orthodox,,arizona combat sports,usa
4407930,JJ Okanovich,180.34,70.31,34.0,1990-11-04,male,lightweight,193.04,orthodox,,,usa
4064714,Alexander Poppeck,187.96,92.99,33.0,1992-04-06,male,lightheavyweight,,orthodox,,munich mma,germany
4292650,Juan Adams,195.58,120.2,33.0,1992-01-16,male,heavyweight,203.2,orthodox,striker,jackson-wink mma,usa
4424222,Armando Villarreal,170.18,61.23,36.0,1989-08-08,male,bantamweight,168.91,southpaw,,,usa
4424582,Kevin Syler,175.26,70.31,32.0,1993-07-29,male,lightweight,181.61,switch,,american top team,bolivia
4062290,Justin Sumter,187.96,83.91,35.0,1989-11-10,male,middleweight,203.2,southpaw,,fighting arts academy,usa
4239743,Jacob Rosales,180.34,70.31,30.0,1995-07-28,male,lightweight,187.96,orthodox,,csw,usa
2560714,Tony Johnson,187.96,92.99,42.0,1983-05-02,male,lightheavyweight,187.96,switch,,,usa
4423425,Justin Gonzales,175.26,65.77,34.0,1991-04-28,male,featherweight,182.88,orthodox,,top notch mma,usa
4080575,Kali Robbins,160.02,52.16,41.0,1984-07-05,female,womens-strawweight,161.29,orthodox,,,usa
3009725,Brendan Loughnane,175.26,65.77,35.0,1989-12-05,male,lightweight,180.34,switch,striker,tiger muay thai,england
3020777,Charles Byrd,177.8,83.91,41.0,1983-10-11,male,middleweight,185.42,orthodox,muay thai,fortis mma,usa
4020801,Austin Arnett,182.88,65.77,33.0,1991-10-22,male,featherweight,182.88,orthodox,striker,sikjitsu,usa
3983543,Allen Crowder,190.5,115.67,35.0,1989-11-08,male,heavyweight,194.31,orthodox,striker,team rubao carioca bjj,usa
3611366,Te Edwards,172.72,70.31,35.0,1990-09-11,male,lightweight,182.88,orthodox,striker,mma lab,usa
3128221,Joby Sanchez,167.64,61.23,34.0,1991-06-24,male,flyweight,172.72,orthodox,wrestling,jackson-wink mma,usa
3971629,Dayana Silva,170.18,65.77,35.0,1990-08-17,female,womens-bantamweight,173.99,orthodox,,nova uniao ,brazil
4372295,Gleidson Cutis,175.26,83.91,36.0,1989-02-07,male,lightweight,,orthodox,,,brazil
3108776,Marcio Alexandre Jr.,185.42,83.91,36.0,1989-05-03,male,welterweight,190.5,southpaw,,astra fight team,brazil
4039957,Estefani Almeida,162.56,56.7,36.0,1988-10-17,female,womens-flyweight,,orthodox,,,brazil
4081147,Bruno Assis,187.96,83.91,33.0,1992-05-23,male,middleweight,198.12,orthodox,,american top team,brazil
3054275,Diego Henrique da Silva,187.96,83.91,39.0,1986-08-22,male,middleweight,,orthodox,brazilian jiu-jitsu,,
4371000,Gustavo Gabriel,167.64,56.7,31.0,1994-04-01,male,flyweight,,orthodox,,,
4371003,Mayana Kellem,165.1,61.23,44.0,1981-07-07,female,womens-bantamweight,,orthodox,,,brazil
4358020,Tebaris Gordon,185.42,106.59,,,male,heavyweight,,orthodox,striker,,
4354425,Devonte Smith,175.26,70.76,32.0,1993-07-30,male,lightweight,193.04,orthodox,striker,factoryx muay thai,usa
4354424,Dennis Bryant,182.88,92.99,,,male,lightheavyweight,,orthodox,,,usa
4070902,Alex Gilpin,170.18,65.77,33.0,1992-03-26,male,featherweight,,orthodox,,chosen few gym,usa
3254940,Garrett Gross,175.26,83.91,37.0,1988-08-08,male,lightweight,175.26,orthodox,striker,sabens martial arts,usa
4349155,Mitchell Sipe,190.5,120.2,29.0,1996-04-09,male,heavyweight,193.04,orthodox,striker,,usa
4234510,Shawn Teed,195.58,113.4,33.0,1992-02-13,male,heavyweight,,orthodox,brazilian jiu-jitsu,ricardo almeida jiu-jitsu,usa
4081555,Chris Birchler,190.5,92.99,38.0,1987-06-05,male,lightheavyweight,,switch,,allstar bjj,usa
3028694,Josh Appelt,177.8,110.22,42.0,1983-06-19,male,heavyweight,,southpaw,striker,team alpha male,usa
4037324,Jamie Colleen Miller,157.48,52.16,39.0,1985-11-02,female,womens-strawweight,165.1,orthodox,striker,renzo gracie jiu-jitsu,usa
4349152,Chibwikem Onyenegecha,190.5,83.91,31.0,1994-04-18,male,middleweight,,orthodox,,,
4079844,Angelo Trevino,177.8,77.11,32.0,1993-06-10,male,welterweight,,switch,striker,team alpha male,usa
4354319,Antonio Jones,182.88,83.91,40.0,1985-04-12,male,middleweight,,orthodox,,,
4357555,Joey Gomez,177.8,70.31,36.0,1989-08-28,male,lightweight,,,,,usa
4339489,Alton Cunningham,187.96,92.99,32.0,1993-06-19,male,lightheavyweight,195.58,orthodox,striker,pura vida bjj,usa
4239492,Ricky Palacios,167.64,70.31,38.0,1987-07-05,male,bantamweight,,orthodox,,,usa
3084125,Rilley Dutro,172.72,56.7,38.0,1987-09-03,male,flyweight,177.8,orthodox,striker,i & i training center,usa
4243343,Max Mustaki,182.88,70.31,37.0,1987-11-07,male,lightweight,,orthodox,,checkmat,usa
4039866,Jaimelene Nievera,165.1,56.7,40.0,1984-10-28,female,womens-flyweight,,orthodox,brazilian jiu-jitsu,dragon house mma,usa
4339144,Yazan Hajeh,170.18,65.77,33.0,1992-09-04,male,featherweight,,orthodox,striker,10th planet jiu-jitsu,usa
3146345,Emiliano Sordi,187.96,93.44,34.0,1991-02-15,male,lightheavyweight,195.58,orthodox,striker,nova uniao ,argentina
4339148,Tyler Hill,190.5,77.56,34.0,1991-08-10,male,welterweight,200.66,switch,,american top team d'iberville,usa
4339131,Dashawn Boatwright,182.88,92.99,37.0,1988-02-29,male,lightheavyweight,193.04,orthodox,,,usa
4065047,Sean Lally,182.88,77.11,34.0,1990-11-04,male,welterweight,189.23,orthodox,,sityodtong boston,usa
4339129,Will Santiago Jr.,177.8,77.11,42.0,1983-02-08,male,welterweight,,orthodox,,,usa
2984784,Mike Santiago,177.8,65.77,36.0,1989-07-28,male,featherweight,175.26,orthodox,brazilian jiu-jitsu,top notch fitness,usa
3991049,Henrique da Silva,193.04,92.99,36.0,1989-09-01,male,lightheavyweight,194.31,orthodox,striker,minhoca top team,brazil
4249191,Elias Urbina,190.5,83.91,31.0,1993-10-09,male,middleweight,195.58,southpaw,,,usa
2951136,Adam Antolin,165.1,56.7,43.0,1982-02-28,male,flyweight,160.02,orthodox,brazilian jiu-jitsu,aka (american kickboxing academy),usa
3153109,Kelly Velasco,175.26,61.23,,,female,womens-bantamweight,,orthodox,,,usa
3077134,Buddy Wallace,180.34,77.11,36.0,1989-03-01,male,middleweight,175.26,orthodox,,last stand fight team,usa
3074719,Adrian Diaz,177.8,65.77,37.0,1988-04-26,male,featherweight,,southpaw,,team alpha male,usa
4028629,Cameron Olson,185.42,92.99,35.0,1989-11-22,male,lightheavyweight,,orthodox,,,usa
4036096,Jaime Alvarez,172.72,56.7,37.0,1988-03-08,male,flyweight,,orthodox,,american top team,usa
3152189,Jamelle Jones,182.88,107.5,37.0,1988-01-31,male,lightheavyweight,190.5,orthodox,,sikjitsu,
3077954,Kevin Gray,160.02,56.7,,,male,flyweight,170.18,orthodox,brazilian jiu-jitsu,premier combat center,usa
3164449,Donavon Frelow,167.64,61.23,40.0,1985-01-20,male,bantamweight,162.56,orthodox,,wand fight team,usa
4013988,Shelton Graves,187.96,120.2,39.0,1985-10-23,male,heavyweight,193.04,southpaw,,,usa
4237014,Cheyden Leialoha,172.72,65.77,31.0,1994-03-15,male,bantamweight,185.42,orthodox,,gracie technics,usa
3120931,Jason Jackson,185.42,82.55,34.0,1990-10-30,male,welterweight,200.66,orthodox,,kill cliff fc,jamaica
3087807,Chase Waldon,187.96,83.91,,,male,middleweight,190.5,orthodox,,,usa
4236955,Luis Gomez,170.18,70.31,30.0,1995-01-28,male,featherweight,176.53,orthodox,,american top team,usa
2553221,Angel De Anda,172.72,92.99,40.0,1985-05-28,male,lightheavyweight,,orthodox,striker,last stand fight team,usa
4082018,Alfred Khashakyan,172.72,61.23,37.0,1988-07-17,male,bantamweight,177.8,orthodox,,glendale fighting club,usa
2557012,Lazar Stojadinovic,170.18,65.77,36.0,1989-03-22,male,featherweight,172.72,southpaw,,xtreme couture,serbia
4237605,Michael Cora,,70.31,36.0,1989-08-24,male,welterweight,195.58,southpaw,striker,,
2506260,Greg Rebello,182.88,120.2,43.0,1982-06-13,male,heavyweight,185.42,southpaw,,,usa
3961774,Manny Vazquez,177.8,61.23,31.0,1993-11-19,male,flyweight,182.88,orthodox,brazilian jiu-jitsu,10th planet jiu jitsu,usa
3923647,Daniel Jolly,185.42,92.99,41.0,1984-09-03,male,lightheavyweight,190.5,orthodox,,,usa
5296753,Baisangur Susurkaev,187.96,84.37,24.0,2001-01-08,male,middleweight,200.66,orthodox,,kill cliff fc,russia
5302831,Donte Johnson,172.72,94.8,26.0,1999-01-25,male,middleweight,187.96,southpaw,,gnosis combat sports,usa
5145495,Stephanie Luciano,167.64,52.62,25.0,1999-12-16,female,womens-strawweight,165.1,orthodox,muay thai,gordinho fight team,brazil
5216713,Navajo Stirling,193.04,92.99,27.0,1997-11-07,male,lightheavyweight,200.66,orthodox,kickboxing,city kickboxing,new zealand
5282616,Djani Barbir,190.5,84.37,28.0,1997-08-09,male,middleweight,200.66,orthodox,,american top team zagreb,croatia
4916608,Brahyam Zurcher,177.8,66.22,29.0,1996-03-10,male,featherweight,177.8,orthodox,,cobrinha brazilian jiu-jitsu & fitness,mexico
5308769,Jeisla Chaves,162.56,56.25,28.0,1997-02-02,female,womens-flyweight,172.72,orthodox,,gomes fight team,brazil
5277050,Justice Torres,172.72,66.22,27.0,1997-10-19,male,featherweight,168.91,southpaw,,4oz fight club,usa
5308871,Rafael Tobias,185.42,92.08,22.0,2003-03-20,male,lightheavyweight,189.23,orthodox,,chute boxe - monstro,brazil
5307813,Mackson Lee,185.42,61.23,26.0,1999-01-06,male,bantamweight,190.5,orthodox,,markine fight,brazil
5307811,Mahamed Aly,190.5,92.53,31.0,1994-01-11,male,lightheavyweight,198.12,orthodox,,team lloyd irvin,brazil
5307814,Tommy Gantt,180.34,70.31,32.0,1993-01-09,male,lightweight,193.04,orthodox,,the academy,usa
5293566,In Soo Hwang,180.34,84.37,31.0,1994-01-18,male,middleweight,187.96,orthodox,,team stun gun,korea
5086848,Raphael Uchegbu,175.26,61.69,30.0,1995-08-16,male,bantamweight,185.42,orthodox,,team kaobon,england
5292023,Anthony Guarascio,187.96,105.69,31.0,1994-02-26,male,heavyweight,182.88,orthodox,,gracie tampa west,usa
5292014,Felipe Franco,185.42,92.53,24.0,2001-01-01,male,lightheavyweight,193.04,orthodox,,galpao da luta,brazil
5157674,Shanelle Dyer,167.64,52.62,24.0,2001-04-23,female,womens-strawweight,165.1,orthodox,,great britain top team,england
5145682,Bolaji Oki,177.8,70.76,29.0,1995-11-15,male,lightweight,185.42,orthodox,mixed martial artist,valon team,belgium
5228596,Jack Congdon,187.96,77.56,28.0,1997-05-21,male,welterweight,191.77,switch,,lakeville mma,usa
4977642,Theo Haig,187.96,83.91,29.0,1996-08-23,male,middleweight,196.85,orthodox,,aka (american kickboxing academy),usa
4063786,Mandel Nallo,182.88,70.31,36.0,1989-07-26,male,lightweight,190.5,orthodox,brazilian jiu-jitsu,tristar gym,canada
5212849,Tommy McMillen,182.88,65.77,27.0,1997-12-15,male,featherweight,187.96,orthodox,,red hawk academy,usa
5216997,Trent Miller,180.34,83.46,29.0,1995-10-31,male,middleweight,182.88,orthodox,,xtreme couture,usa
4915407,Damon Wilson,175.26,65.77,32.0,1993-04-29,male,featherweight,175.26,switch,,scorpion fighting system,usa
5291025,Abdul-Rakhman Yakhyaev,187.96,93.44,24.0,2001-01-03,male,lightheavyweight,198.12,orthodox,,mma & combat nurnberg,turkey
5180489,Cristian Perez,175.26,70.31,26.0,1999-08-17,male,lightweight,182.88,orthodox,,the goat shed,mexico
4894864,Xiao Long,172.72,61.69,27.0,1998-04-13,male,bantamweight,177.8,orthodox,striker,ufc performance institute shanghai,china
5219928,Manuel Exposito,170.18,65.77,25.0,2000-05-09,male,featherweight,172.72,orthodox,,entram gym,argentina
5296762,Brandon Holmes,187.96,83.46,28.0,1997-02-05,male,middleweight,187.96,orthodox,,tnt martial arts & fitness,usa
5292169,Kaushik Saikumar,177.8,61.23,27.0,1997-12-11,male,bantamweight,180.34,orthodox,,fifty/50 martial arts academy,india
4049391,Josh Hokit,185.42,103.87,27.0,1997-11-12,male,heavyweight,185.42,orthodox,,jackson-wink mma,usa
5290789,Tommy Cuozzi,175.26,65.77,26.0,1999-08-31,male,featherweight,180.34,orthodox,,kamicuozzi mma & fitness,usa
5287881,Ilian Bouafia,195.58,84.37,28.0,1996-11-13,male,middleweight,198.12,southpaw,,boxing squad,france
5290957,Ty Miller,187.96,77.11,25.0,2000-06-04,male,welterweight,195.58,orthodox,,fit nhb,usa
5279283,George Mangos,177.8,65.77,22.0,2003-08-19,male,featherweight,177.8,switch,,lion's den,australia
5282842,Chris Ewert,182.88,84.37,32.0,1993-09-06,male,middleweight,190.5,orthodox,,team predator mma,chile
5144008,Payton Talbott,177.8,61.23,27.0,1998-09-09,male,bantamweight,179.07,switch,mixed martial artist,reno academy of combat,usa
4701954,Seokhyeon Ko,177.8,76.66,32.0,1993-09-24,male,welterweight,180.34,southpaw,,havas seoul,korea
5211221,Mansur Abdul-Malik,187.96,84.37,27.0,1997-10-07,male,middleweight,201.93,orthodox,freestyle,mma masters,usa
5212854,Malcolm Wellmaker,177.8,61.69,31.0,1994-06-04,male,bantamweight,180.34,switch,,faglier's mixed martial arts,usa
4601333,Rayanne dos Santos,157.48,52.62,30.0,1995-06-08,female,womens-strawweight,157.48,orthodox,boxing,marajo brothers team,brazil
5088844,Raul Rosas Jr.,175.26,61.23,20.0,2004-10-08,male,bantamweight,170.18,switch,freestyle,10th planet jiu-jitsu,mexico
4685888,Ronaldo Rodríguez,167.64,57.61,26.0,1999-05-07,male,flyweight,166.37,orthodox,mixed martial artist,adam coatzacoalcos,mexico
5211223,Yuneisy Duben,162.56,56.7,29.0,1996-07-08,female,womens-flyweight,165.1,orthodox,,team ludus,venezuela
3093513,Ismael Bonfim,172.72,70.76,29.0,1995-12-28,male,lightweight,181.61,orthodox,boxing,cerrado mma,brazil
5057385,Antonio Monteiro,170.18,65.77,30.0,1995-07-02,male,featherweight,177.8,orthodox,,nova uniao ,brazil
5223854,Julieta Martinez,154.94,51.71,21.0,2004-09-14,male,womens-strawweight,157.48,orthodox,,brazilian fight argentina,argentina
5218668,Mohamed Ado,180.34,77.11,25.0,2000-05-03,male,welterweight,193.04,switch,,613 fight factory,niger
5217455,Islem Masraf,182.88,92.53,29.0,1996-06-07,male,lightheavyweight,187.96,southpaw,,classic fight center,france
5218818,Lucas Camacho,193.04,108.86,32.0,1992-12-15,male,heavyweight,203.2,orthodox,,nova uniao ,brazil
4896556,Vanilto Antunes,182.88,77.56,30.0,1994-12-28,male,welterweight,182.88,orthodox,,tata fight team,brazil
5001017,Sean Gauci,165.1,57.15,28.0,1996-10-07,male,flyweight,162.56,switch,,ignite martial arts academy,australia
4571450,Alberto Montes,170.18,65.77,31.0,1994-05-31,male,featherweight,175.26,orthodox,,the goat shed,venezuela
4047571,Bailey Schoenfelder,190.5,104.78,28.0,1997-09-22,male,heavyweight,193.04,orthodox,,kill cliff fc,usa
5216849,Kevin Christian,200.66,92.99,30.0,1995-01-21,male,lightheavyweight,203.2,orthodox,,cosme junior team,brazil
5215272,Aaron Tau,162.56,61.23,32.0,1993-08-21,male,flyweight,167.64,switch,,city kickboxing,new zealand
5218816,Joey Hart,190.5,77.11,28.0,1997-06-24,male,welterweight,200.66,orthodox,,start bjj,usa
5224461,Taiga Iwasaki,185.42,83.91,28.0,1997-07-07,male,middleweight,185.42,orthodox,,paraestra tokyo,japan
4690484,Corinne Laframboise,162.56,57.15,36.0,1989-05-25,female,womens-flyweight,165.1,orthodox,,btt canada,canada
4848673,Will Currie,190.5,83.91,26.0,1998-11-12,male,middleweight,193.04,switch,,gintas combat,england
5211224,Jack Duffy,170.18,56.7,29.0,1995-10-02,male,flyweight,175.26,switch,,team alpha male,usa
5144174,Billy Brand,167.64,61.23,29.0,1996-07-03,male,bantamweight,166.37,orthodox,,mmagold fight team,usa
4813565,Ding Meng,187.96,77.11,31.0,1994-09-27,male,welterweight,185.42,orthodox,,black tiger fight club,china
5149722,Mikheil Sazhiniani,182.88,92.99,28.0,1996-10-05,male,lightheavyweight,180.34,orthodox,,spitfire gym,georgia
4893608,Angel Pacheco,172.72,61.23,33.0,1992-01-13,male,featherweight,177.8,orthodox,boxing,new england cartel,usa
5145496,Igor Severino,170.18,56.7,22.0,2003-04-21,male,flyweight,176.53,orthodox,mixed martial artist,chute boxe,brazil
4045420,Aliaskhab Khizriev,175.26,84.37,35.0,1990-08-24,male,middleweight,187.96,southpaw,mixed martial artist,fight club scorpion,russia
5147579,Rickson Zenidim,170.18,57.15,26.0,1999-02-17,male,flyweight,171.45,orthodox,,familia zenidim,brazil
5149442,Davi Bittencourt,165.1,60.78,30.0,1994-10-12,male,bantamweight,165.1,orthodox,,parana vale tudo,brazil
5119702,Alexander Soldatkin,187.96,111.58,32.0,1993-06-10,male,heavyweight,190.5,orthodox,,spitfire gym,germany
5077056,Jacobi Jones,175.26,70.76,29.0,1996-05-24,male,lightweight,182.88,orthodox,,factoryx muay thai,usa
5068827,Chad Hanekom,193.04,83.91,35.0,1990-04-20,male,middleweight,187.96,orthodox,,fight fit militia,south africa
5144319,Rainn Guerrero,167.64,56.7,33.0,1992-05-13,female,womens-strawweight,165.1,orthodox,,war training center,usa
5143224,Eli Aronov,177.8,83.91,29.0,1996-06-06,male,middleweight,182.88,orthodox,,xtreme couture,israel
5056138,Kaik Brito,180.34,76.66,28.0,1997-03-26,male,lightweight,184.15,orthodox,,black thai team,brazil
